Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2023,2,2022-09-09,SVE-2022-2195,CVE-2023-21435,Exposure of Sensitive Information vulnerability in Fingerprint TA,"Select R(11), S(12), T(13) devices",Moderate,Exposure of sensitive information vulnerability in Fingerprint TA prior to SMR Feb-2023 Release 1 allows attackers to access the memory address information via log. The patch removes log that show the memory address.,Zhongquan Li @ ADLab of VenusTech
2023,3,2023-02-01,SVE-2022-0604,CVE-2023-21459,Use after free vulnerability in decon driver,"Android 11, 12, 13 devices with Exynos2100 chipset",Moderate,Use after free vulnerability in decon driver prior to SMR Mar-2023 Release 1 allows attackers to cause memory access fault. The patch adds proper check logic to prevent use after free.,Le Wu of Baidu Security
2023,3,2022-12-18,SVE-2022-2984,CVE-2023-21461,Improper authorization vulnerability in Settings,"Android 12, 13",Moderate,Improper authorization vulnerability in AutoPowerOnOffConfirmDialog in Settings prior to SMR Mar-2023 Release 1 allows local attacker to turn device off via unprotected activity. The patch fixes incorrect implementation of AutoPowerOnOffConfirmDialog.,Johan Francsics
2023,3,2022-11-30,SVE-2022-2802,CVE-2023-21460,Improper authentication in SecSettings,"Android 11, 12, 13",Moderate,Improper authentication in SecSettings prior to SMR Mar-2023 Release 1 allows attacker to reset the setting. The patch adds proper authentication logic.,Dzmitry Lukyanenka
2023,3,2022-11-28,SVE-2022-2781,CVE-2023-21458,Improper privilege management vulnerability in System UI,"Android 11, 12, 13",Moderate,Improper privilege management vulnerability in PhoneStatusBarPolicy in System UI prior to SMR Mar-2023 Release 1 allows attacker to turn off Do not disturb via unprotected intent. The patch adds proper protected for the intent.,Dzmitry Lukyanenka
2023,3,2022-11-22,SVE-2022-2742,CVE-2023-21457,Improper access control vulnerability in Bluetooth,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Bluetooth prior to SMR Mar-2023 Release 1 allows attackers to send file via Bluetooth without related permission. The patch addresses unprotected intent action.,hackhackdump
2023,3,2022-11-17,SVE-2022-2713,CVE-2023-21456,Path traversal vulnerability in Galaxy Themes Service,"Android 11, 12, 13",High,Path traversal vulnerability in Galaxy Themes Service prior to SMR Mar-2023 Release 1 allows attacker to access arbitrary file with system uid. The patch adds proper input validation.,Dawuge of Pangu Team
2023,3,2022-11-12,SVE-2022-2678,CVE-2023-21455,Improper authorization in Exynos baseband,Select devices using Exynos CP chipsets,Moderate,Improper authorization implementation in Exynos baseband prior to SMR Mar-2023 Release 1 allows incorrect handling of unencrypted message. The patch adds proper authentication logic.,Bedran Karakoc
2023,3,2022-11-09,SVE-2022-2652,CVE-2023-21454,Improper authorization in Samsung Keyboard,Android 13,Moderate,Improper authorization in Samsung Keyboard prior to SMR Mar-2023 Release 1 allows physical attacker to access users text history on the lockscreen. The patch remove the context menu on the lockscreen.,Andr. Ess
2023,3,2022-09-19,SVE-2022-2316,CVE-2023-21453,Improper input validation vulnerability in SoftSim TA,Selected Android 13 devices,High,Improper input validation vulnerability in SoftSim TA prior to SMR Mar-2023 Release 1 allows local attackers access to protected data. The patch add proper input validation.,mart1n and zraxx
2023,3,2022-09-11,SVE-2022-2212,CVE-2023-21452,Implicit intent hijacking vulnerability in Bluetooth,"Android 11, 12, 13",Moderate,Improper usage of implicit intent in Bluetooth prior to SMR Mar-2023 Release 1 allows attacker to get MAC address of connected device. The patch change the implicit intent to explicit intent.,Oversecured Inc
2023,3,2022-03-19,SVE-2022-0671,CVE-2023-21449,Improper access control vulnerability in Call application,"Select Android 11, 12 devices",Moderate,Improper access control vulnerability in Call application prior to SMR Mar-2023 Release 1 allows local attackers to access sensitive information without proper permission. The patch adds a proper permission to prevent improper access.,Sergey Toshin
2023,4,2023-03-08,SVE-2023-0397,CVE-2023-21480,Improper input validation in CertByte,"Select Android 11, 12, 13 devices",High,Improper input validation vulnerability in CertByte prior to SMR Apr-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent privilege escalation.,
2023,4,2023-01-13,SVE-2023-0100,CVE-2023-21476,Out-of-bounds Write in libaudiosaplus_sec.so library,"Android 11, 12, 13",Moderate,Out-of-bounds Write vulnerability in libaudiosaplus_sec.so library prior to SMR Apr-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,4,2023-01-13,SVE-2023-0097,CVE-2023-21475,Out-of-bounds Write in libaudiosaplus_sec.so library,"Android 11, 12, 13",Moderate,Out-of-bounds Write vulnerability in libaudiosaplus_sec.so library prior to SMR Apr-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,4,2023-01-10,SVE-2023-0068,CVE-2023-21474,Improper authorization in SecSettings,"Android 11, 12, 13",High,Intent redirection vulnerability in SecSettings prior to SMR Apr-2023 Release 1 allows attackers to access arbitrary file with system privilege. The patch adds input validation logic.,wrlu
2023,4,2022-12-21,SVE-2022-3004,CVE-2023-21473,Improper input validation with Exynos Fastboot USB Interface,"Selected Android 11, 12, 13 Exynos devices",High,Improper input validation with Exynos Fastboot USB Interface prior to SMR Apr-2023 Release 1 allows a physical attacker to execute arbitrary code in bootloader. The patch adds proper implementation for arbitrary input with USB interface.,Christopher Wade
2023,4,2022-12-21,SVE-2022-3001,CVE-2023-21472,Improper input validation with Exynos Fastboot USB Interface,"Selected Android 11, 12, 13 Exynos devices",High,Improper input validation with Exynos Fastboot USB Interface prior to SMR Apr-2023 Release 1 allows a physical attacker to execute arbitrary code in bootloader. The patch adds proper implementation for arbitrary input with USB interface.,Christopher Wade
2023,4,2022-12-15,SVE-2022-2959,CVE-2023-21471,Improper access control vulnerability in SemClipboard,"Android 12, 13",Moderate,Improper access control vulnerability in SemClipboard prior to SMR Apr-2023 Release 1 allows attackers to read arbitrary files with system permission. The patch adds proper access control logic to prevent arbitrary file read.,Micha©© Bednarski
2023,4,2022-12-13,SVE-2022-2948,CVE-2023-21470,Improper access control vulnerability in SLocation,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SLocation prior to SMR Apr-2023 Release 1 allows local attackers to get device location information using com.samsung.android.wifi.NETWORK_LOCATION action. The patch change to explicit intent.,hsia.angsh
2023,4,2022-12-13,SVE-2022-2947,CVE-2023-21469,Improper access control vulnerability in SLocation,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SLocation prior to SMR Apr-2023 Release 1 allows local attackers to get device location information using com.samsung.android.wifi.GEOFENCE action. The patch change to explicit intent.,hsia.angsh
2023,4,2022-12-08,SVE-2022-2907,CVE-2023-21479,Improper authorization in Smart suggestions,Android 13 and Samsung Smart Suggestions prior to 4.1.01.0 in Android 12,High,Improper authorization in Smart suggestions prior to SMR Apr-2023 Release 1 in Android 13 and 4.1.01.0 in Android 12 allows remote attackers to register a schedule. The patch remove the BROWSABLE attribute.,Stealth Assassin
2023,4,2022-11-28,SVE-2022-2782,CVE-2023-21468,Improper access control vulnerability in Telephony,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Telephony prior to SMR Apr-2023 Release 1 allows attackers to access files with escalated permission. The patch adds proper permission to prevent improper access.,Micha©© Bednarski
2023,4,2022-11-23,SVE-2022-2755,CVE-2023-21467,Error in 3GPP specification implementation in Exynos baseband,Select devices using Exynos CP chipsets,Moderate,Error in 3GPP specification implementation in Exynos baseband prior to SMR Apr-2023 Release 1 allows incorrect handling of unencrypted message. The patch adds proper authentication logic.,Chuan Yu
2023,4,2022-11-04,SVE-2022-2614,CVE-2023-21466,PendingIntent hijacking vulnerability in CertificatePolicy,"Android 11, 12, 13",Moderate,PendingIntent hijacking vulnerability in CertificatePolicy in framework prior to SMR Apr-2023 Release 1 allows local attackers to access ContentProvider without proper permission. The patch adjusts the intent to prevent PendingIntent hijacking.,hackhackdump
2023,4,2022-09-19,SVE-2022-2318,CVE-2023-21478,Improper input validation vulnerability in TIGERF trustlet,"Android 11, 12, 13",High,Improper input validation vulnerability in TIGERF trustlet prior to SMR Apr-2023 Release 1 allows local attackers to access protected data. The patch add proper input validation.,mart1n and zraxx
2023,4,2022-09-19,SVE-2022-2315,CVE-2023-21477,Access of Memory Location After End of Buffer vulnerability in TIGERF trustlet,"Android 11, 12, 13",Critical,Access of Memory Location After End of Buffer vulnerability in TIGERF trustlet prior to SMR Apr-2023 Release 1 allows local attackers to access protected data. The patch add proper input validation.,mart1n and zraxx
2023,5,2023-02-12,SVE-2023-0268,CVE-2023-21502,Improper input validation vulnerability in FactoryTest application allows local privilege escalation,"Android 12, 13",High,Improper input validation vulnerability in FactoryTest application prior to SMR May-2023 Release 1 allows local attackers to get privilege escalation via debugging commands. The patch adds proper input validation check logic.,
2023,5,2023-02-06,SVE-2023-0233,CVE-2023-21493,Improper access control vulnerability in SemShareFileProvider,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SemShareFileProvider prior to SMR May-2023 Release 1 allows local attackers to access protected data. The patch adds proper caller check logic.,Dawuge of Pangu Team
2023,5,2023-02-04,SVE-2023-0223,CVE-2023-21501,Arbitrary code execution in mPOS fiserve trustlet,Select Android 13 devices,Critical,Improper input validation vulnerability in mPOS fiserve trustlet prior to SMR May-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Vincenzo Bonforte - @Bonfee1
2023,5,2023-02-03,SVE-2023-0216,CVE-2023-21500,Double free validation in mPOS TUI trustlet,Select Android 13 devices,High,Double free validation vulnerability in setPinPadImages in mPOS TUI trustlet prior to SMR May-2023 Release 1 allows local attackers to access the trustlet memory. The patch adds to set the pointer to NULL after memory free.,Vincenzo Bonforte - @Bonfee1
2023,5,2023-02-03,SVE-2023-0215,"CVE-2023-21499, CVE-2023-21498, CVE-2023-21497",Arbitrary code execution in mPOS TUI trustlet,Select Android 13 devices,Critical,Improper access control vulnerability in mPOS TUI trustlet prior to SMR May-2023 Release 1 allows local attackers to execute arbitrary code. The patch addressed the issue.,Vincenzo Bonforte - @Bonfee1
2023,5,2023-01-25,SVE-2023-0163,CVE-2023-21496,Active Debug Code vulnerability in ActivityManagerService,"Android 11, 12, 13",Moderate,Active Debug Code vulnerability in ActivityManagerService prior to SMR May-2023 Release 1 allows attacker to use debug function via setting debug level. The patch restrict to use debug function for unknown user.,Alberto Magno Muniz Soares
2023,5,2023-01-17,SVE-2023-0131,CVE-2023-21492,Kernel pointers exposure in log file,"Selected Android 11, 12, 13 devices",Moderate,Kernel pointers are printed in the log file prior to SMR May-2023 Release 1 allows a privileged local attacker to bypass ASLR. The patch removes kernel pointers in log file.,Clément Lecigne of Google's Threat Analysis Group
2023,5,2023-01-11,SVE-2023-0072,CVE-2023-21491,Improper access control vulnerability in ThemeManager,"Android 12, 13",High,Improper access control vulnerability in ThemeManager prior to SMR May-2023 Release 1 allows local attackers to write arbitrary files with system privilege. The patch adds proper validation logic to prevent arbitrary file write.,Oversecured Inc
2023,5,2023-01-09,SVE-2023-0066,CVE-2023-21490,Improper access control in GearManagerStub,"Android 11, 12, 13",Moderate,Improper access control in GearManagerStub prior to SMR May-2023 Release 1 allows a local attacker to delete applications installed by watchmanager. The patch adds proper access control.,Dawuge of Pangu Team
2023,5,2023-01-07,SVE-2023-0045,CVE-2023-21495,Improper access control vulnerability in Knox Enrollment Service,"Android 11, 12, 13",High,Improper access control vulnerability in Knox Enrollment Service prior to SMR May-2023 Release 1 allow attacker install KSP app when device admin is set. The patch adds proper access control.,Dawuge of Pangu Team
2023,5,2023-01-03,SVE-2023-0010,CVE-2023-21489,Out-of-bounds write vulnerability in bootloader,"Selected Android 11, 12, 13 Qualcomm devices",High,Heap out-of-bounds write vulnerability in bootloader prior to SMR May-2023 Release 1 allows a physical attacker to execute arbitrary code. The patch adds proper boundary check logic.,HBh25Y
2023,5,2023-01-03,SVE-2023-0006,CVE-2023-21488,Improper access control vulnerability in Tips,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Tips prior to SMR May-2023 Release 1 allows local attackers to launch arbitrary activity in Tips. The patch remove unused code.,Dawuge of Pangu Team
2023,5,2022-12-26,SVE-2022-3035,CVE-2023-21494,Potential buffer overflow vulnerability in auth api in mm_Authentication.c in Shannon baseband,Select devices using Exynos CP chipsets,High,Potential buffer overflow vulnerability in auth api in mm_Authentication.c in Shannon baseband prior to SMR May-2023 Release 1 allows remote attackers to cause invalid memory access. The patch adds proper input validation check logic.,Nevv and Vang3lis@VARAS
2023,5,2022-12-25,SVE-2022-3031,CVE-2023-21504,Potential buffer overflow vulnerability in mm_Plmncoordination.c in Shannon baseband,Select devices using Exynos CP chipsets,High,Potential buffer overflow vulnerability in mm_Plmncoordination.c in Shannon baseband prior to SMR May-2023 Release 1 allows remote attackers to cause invalid memory access. The patch adds proper input validation check logic.,Nevv and Vang3lis@VARAS
2023,5,2022-12-23,SVE-2022-3020,CVE-2023-21503,Potential buffer overflow vulnerability in mm_LteInterRatManagement.c in Shannon baseband,Select devices using Exynos CP chipsets,High,Potential buffer overflow vulnerability in mm_LteInterRatManagement.c in Shannon baseband prior to SMR May-2023 Release 1 allows remote attackers to cause invalid memory access. The patch adds proper input validation check logic.,Nevv and cyth@VARAS
2023,5,2022-12-14,SVE-2022-2957,CVE-2023-21487,Improper access control vulnerability in Telephony framework,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Telephony framework prior to SMR May-2023 Release 1 allows local attackers to change a call setting. The patch adds a proper permission to protect a receiver.,Dawuge of Pangu Team
2023,5,2022-12-13,SVE-2022-2946,"CVE-2023-21486, CVE-2023-21485",Improper export of android application components in Call Settings,"Android 11, 12, 13",Moderate,Improper export of android application components vulnerability in Call Settings prior to SMR May-2023 Release 1 allows physical attackers to access some media data stored in sandbox. The patch set the components to exported:false.,Dawuge of Pangu Team
2023,5,2022-12-02,SVE-2022-2821,CVE-2023-21484,Improper access control vulnerability in AppLock,"Android 11, 12, 13",Moderate,Improper access control vulnerability in AppLock prior to SMR May-2023 Release 1 allows local attackers without proper permission to execute a privileged operation. The patch adds proper permission check.,Dawuge of Pangu Team
2023,6,2023-03-02,SVE-2023-0352,CVE-2023-21513,Improper privilege management in CC Mode,"Android 11, 12, 13",High,Improper privilege management vulnerability in CC Mode prior to SMR Jun-2023 Release 1 allows physical attackers to manipulate device to operate in way that results in unexpected behavior in CC Mode under specific condition. The patch add proper device status check logic.,Maldroid
2023,6,2022-12-04,SVE-2022-2836,CVE-2023-21517,Heap out-of-bound write in Exynos baseband,Select devices using Exynos CP chipsets,High,Heap out-of-bound write vulnerability in Exynos baseband prior to SMR Jun-2023 Release 1 allows remote attacker to execute arbitrary code. The patch adds proper buffer size check logic.,Salas Bohm
2023,6,2022-11-22,SVE-2022-2743,CVE-2023-21512,Improper Knox ID validation in notification framework,"Android 11, 12, 13",Moderate,Improper Knox ID validation logic in notification framework prior to SMR Jun-2023 Release 1 allows local attackers to read work profile notifications without proper access permission. The patch adds proper Knox ID validation to prevent improper access to notifications.,Eduardo Coloma
2023,7,2023-05-03,SVE-2023-0771,CVE-2023-30671,Logic error in package installation via adb command,"Android 12, 13",Moderate,Logic error in package installation via adb command prior to SMR Jul-2023 Release 1 allows local attackers to downgrade installed application. The patch adds proper logic to prevent downgrade application.,Gilbert Perez
2023,7,2023-04-15,SVE-2023-0662,CVE-2023-30670,Out-of-bounds Write in BuildIpcFactoryDeviceTestEvent of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in BuildIpcFactoryDeviceTestEvent of libsec-ril prior to SMR Jul-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-15,SVE-2023-0661,CVE-2023-30669,Out-of-bounds Write in DoOemFactorySendFactoryTestResult of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in DoOemFactorySendFactoryTestResult of libsec-ril prior to SMR Jul-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-14,SVE-2023-0660,CVE-2023-30668,Out-of-bounds Write in BuildOemSecureSimLockResponse of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in BuildOemSecureSimLockResponse of libsec-ril prior to SMR Jul-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper boundary check to arbitrary code execution.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-13,SVE-2023-0653,CVE-2023-30667,Improper access control in Audio system service.,Android 13,Moderate,Improper access control in Audio system service prior to SMR Jul-2023 Release 1 allows attacker to send broadcast with system privilege. The patch adds proper authentication logic.,Oversecured (oversecured.com)
2023,7,2023-04-12,SVE-2023-0647,CVE-2023-30666,Improper input validation vulnerability in DoOemImeiSetPreconfig in libsec-ril,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in DoOemImeiSetPreconfig in libsec-ril prior to SMR Jul-2023 Release 1 allows local attackers to cause an Out-Of-Bounds write. The patch adds proper validation check logic to prevent Out-Of-Bounds write.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-12,SVE-2023-0646,CVE-2023-30665,Improper input validation vulnerability in OnOemServiceMode in libsec-ril,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in OnOemServiceMode in libsec-ril prior to SMR Jul-2023 Release 1 allows local attackers to cause an Out-Of-Bounds read. The patch adds proper validation check logic to prevent Out-Of-Bounds read.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-12,SVE-2023-0645,CVE-2023-30664,Improper input validation vulnerability in RegisteredMSISDN,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in RegisteredMSISDN prior to SMR Jul-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,MyTyrannosaurusBuddy
2023,7,2023-04-12,SVE-2023-0644,CVE-2023-30663,Improper input validation vulnerability in OemPersonalizationSetLock in libsec-ril,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in OemPersonalizationSetLock in libsec-ril prior to SMR Jul-2023 Release 1 allows local attackers to cause an Out-Of-Bounds write. The patch adds proper validation check logic to prevent Out-Of-Bounds write.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-12,SVE-2023-0640,CVE-2023-30662,Exposure of Sensitive Information vulnerability in UwbAospAdapterService,"Android 12, 13",Moderate,Exposure of Sensitive Information vulnerability in getChipIds in UwbAospAdapterService prior to SMR Jul-2023 Release 1 allows local attackers to access the UWB chipset Identifier. The patch adds proper permission to prevent unauthorized access.,"Zhang Qing, Wang Kailong"
2023,7,2023-04-12,SVE-2023-0639,CVE-2023-30661,Exposure of Sensitive Information vulnerability in UwbAospAdapterService,"Android 12, 13",Moderate,Exposure of Sensitive Information vulnerability in getChipInfos in UwbAospAdapterService prior to SMR Jul-2023 Release 1 allows local attackers to access the UWB chipset Identifier. The patch adds proper permission to prevent unauthorized access.,"Zhang Qing, Wang Kailong"
2023,7,2023-04-12,SVE-2023-0637,CVE-2023-30660,Exposure of Sensitive Information vulnerability in UwbAospAdapterService,"Android 12, 13",Moderate,Exposure of Sensitive Information vulnerability in getDefaultChipId in UwbAospAdapterService prior to SMR Jul-2023 Release 1 allows local attackers to access the UWB chipset Identifier. The patch adds proper permission to prevent unauthorized access.,"Zhang Qing, Wang Kailong"
2023,7,2023-04-12,SVE-2023-0636,CVE-2023-30659,Improper input validation in Transaction,Android 13,Moderate,Improper input validation vulnerability in Transaction prior to SMR Jul-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent privilege escalation.,
2023,7,2023-04-11,SVE-2023-0624,CVE-2023-30658,Improper input validation vulnerability in DataProfile,Android 13,Moderate,Improper input validation vulnerability in DataProfile prior to SMR Jul-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,
2023,7,2023-04-10,SVE-2023-0619,CVE-2023-30657,Improper input validation in EnhancedAttestationResult,"Android 11, 12, 13 devices",Moderate,Improper input validation vulnerability in EnhancedAttestationResult prior to SMR Jul-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent privilege escalation.,hearmen
2023,7,2023-04-10,SVE-2023-0615,CVE-2023-30656,Improper input validation vulnerability in LSOItemData,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in LSOItemData prior to SMR Jul-2023 Release 1 allows attackers to launch certain activities. The patch adds proper validation logic to prevent privilege escalation.,hearmen
2023,7,2023-04-10,SVE-2023-0614,CVE-2023-30655,Improper input validation vulnerability in SCEPProfile,"Selected Android 11, 12, 13 devices",Moderate,Improper input validation vulnerability in SCEPProfile prior to SMR Jul-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,hearmen
2023,7,2023-04-05,SVE-2023-0574,CVE-2023-30653,Out of bounds read and write in enableTspDevice of sysinput HAL service,"Selected Android 11, 12, 13 devices",Moderate,Out of bounds read and write in enableTspDevice of sysinput HAL service prior to SMR Jul-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper buffer size check logic.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-04,SVE-2023-0573,CVE-2023-30652,Out of bounds read and write in callrunTspCmdNoRead of sysinput HAL service,"Selected Android 11, 12, 13 devices",Moderate,Out of bounds read and write in callrunTspCmdNoRead of sysinput HAL service prior to SMR Jul-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper buffer size check logic.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-04,SVE-2023-0572,CVE-2023-30651,Out of bounds read and write in callgetTspsysfs of sysinput HAL service,"Selected Android 11, 12, 13 devices",Moderate,Out of bounds read and write in callgetTspsysfs of sysinput HAL service prior to SMR Jul-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper buffer size check logic.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-04,SVE-2023-0571,CVE-2023-30650,Out of bounds read and write in callrunTspCmd of sysinput HAL service,"Selected Android 11, 12, 13 devices",Moderate,Out of bounds read and write in callrunTspCmd of sysinput HAL service prior to SMR Jul-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper buffer size check logic.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,7,2023-04-01,SVE-2023-0536,CVE-2023-30649,Arbitrary code execution in RILD,"Selected Android 11, 12, 13 Exynos devices",High,Heap out of bound write vulnerability in RmtUimNeedApdu of RILD prior to SMR Jul-2023 Release 1 allows attackers to execute arbitrary code. The patch adds proper length check logic.,Daniel Komaromy of TASZK Security Labs
2023,7,2023-04-01,SVE-2023-0535,CVE-2023-30648,Out-of-bounds write vulnerability in RILD,"Selected Android 11, 12, 13 Exynos devices",Moderate,"Stack out-of-bounds write vulnerability in IpcRxImeiUpdateImeiNoti of RILD </font><span style=""font-size:medium"">prior </span><font size=""3"">to SMR Jul-2023 Release 1 cause a denial of service on the system. The patch adds proper boundary check logic.",Daniel Komaromy of TASZK Security Labs
2023,7,2023-04-01,SVE-2023-0534,CVE-2023-30647,Arbitrary code execution in RILD,"Selected Android 11, 12, 13 Exynos devices",High,Heap out of bound write vulnerability in IpcRxUsimPhoneBookCapa of RILD prior to SMR Jul-2023 Release 1 allows attackers to execute arbitrary code. The patch adds proper length check logic.,Daniel Komaromy of TASZK Security Labs
2023,7,2023-04-01,SVE-2023-0533,CVE-2023-30646,Arbitrary code execution in RILD,"Selected Android 11, 12, 13 Exynos devices",High,Heap out of bound write vulnerability in BroadcastSmsConfig of RILD prior to SMR Jul-2023 Release 1 allows attackers to execute arbitrary code. The patch adds proper length check logic.,Daniel Komaromy of TASZK Security Labs
2023,7,2023-04-01,SVE-2023-0532,CVE-2023-30645,Arbitrary code execution in RILD,"Selected Android 11, 12, 13 Exynos devices",High,Heap out of bound write vulnerability in IpcRxIncomingCBMsg of RILD prior to SMR Jul-2023 Release 1 allows attackers to execute arbitrary code. The patch adds proper length check logic.,Daniel Komaromy of TASZK Security Labs
2023,7,2023-04-01,SVE-2023-0531,CVE-2023-30644,Arbitrary code execution in RILD,"Selected Android 11, 12, 13 Exynos devices",High,Stack out of bound write vulnerability in CdmaSmsParser of RILD prior to SMR Jul-2023 Release 1 allows attackers to execute arbitrary code. The patch adds proper length check logic.,Daniel Komaromy of TASZK Security Labs
2023,7,2023-03-30,SVE-2023-0502,CVE-2023-30643,Missing authentication vulnerability in Galaxy Themes Service,"Android 11, 12, 13",High,Missing authentication vulnerability in Galaxy Themes Service prior to SMR Jul-2023 Release 1 allows local attackers to delete arbitrary non-preloaded applications. The patch adds proper permission to prevent unauthorized access.,Dawuge
2023,7,2023-03-29,SVE-2023-0498,CVE-2023-30642,Improper privilege management vulnerability in Galaxy Themes Service,"Android 12, 13",Moderate,Improper privilege management vulnerability in Galaxy Themes Service prior to SMR Jul-2023 Release 1 allows local attackers to call privilege function. The patch adds proper permission to prevent unauthorized access.,Dawuge
2023,7,2023-03-26,SVE-2023-0484,CVE-2023-30641,Improper access control in Settings,Android 13,High,Improper access control vulnerability in Settings prior to SMR Jul-2023 Release 1 allows physical attacker to use restricted user profile to access device owner&#39;s google account data. The patch disable the menu on restricted user profile.,Gerrit Hübbers
2023,7,2023-03-24,SVE-2023-0479,CVE-2023-30640,Improper access control in PersonaManagerService,"Android 11, 12, 13",Moderate,Improper access control vulnerability in PersonaManagerService prior to SMR Jul-2023 Release 1 allows local attackers to change configuration. The patch adds proper caller check logic.,Parjanya Vyas
2023,8,2023-06-01,SVE-2023-0953,CVE-2023-30701,PendingIntent hijacking in WifiGeofenceManager,"Android 11, 12, 13",Moderate,PendingIntent hijacking in WifiGeofenceManager prior to SMR Aug-2023 Release 1 allows local attacker to arbitrary file access. The patch adds proper access control.,Oversecured (oversecured.com)
2023,8,2023-05-19,SVE-2023-0877,CVE-2023-30700,PendingIntent hijacking vulnerability in SemWifiApTimeOutImpl,"Android 11, 12, 13",Moderate,PendingIntent hijacking vulnerability in SemWifiApTimeOutImpl in framework prior to SMR Aug-2023 Release 1 allows local attackers to access ContentProvider without proper permission. The patch adjusts the intent to prevent PendingIntent hijacking.,Oversecured (oversecured.com)
2023,8,2023-05-11,SVE-2023-0821,CVE-2023-30699,Out-of-bounds write in parser_hvcC function in libsimba,"Android 11, 12, 13",Critical,Out-of-bounds write vulnerability in parser_hvcC function of libsimba library prior to SMR Aug-2023 Release 1 allows code execution by remote attackers. The patch adds the proper validation of input data.,Dawuge
2023,8,2023-05-08,SVE-2023-0791,CVE-2023-30698,Improper access control vulnerability in TelephonyUI,Android 13,Moderate,Improper access control vulnerability in TelephonyUI prior to SMR Aug-2023 Release 1 allows local attacker to connect BLE without privilege. The patch adds proper access control logic.,Dawuge
2023,8,2023-04-27,SVE-2023-0736,CVE-2023-30697,An improper input validation in IpcTxCfgSetSimlockPayload in libsec-ril,"Android 11, 12, 13",Moderate,An improper input validation in IpcTxCfgSetSimlockPayload in libsec-ril prior to SMR Aug-2023 Release 1 allows attacker to cause out-of-bounds write. The patch adds proper boundary check logic to prevent buffer overflow.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
